chapter_number,word,count
5,last,7
5,took,4
5,hookah,4
5,mouth,5
5,address,1
5,languid,1
5,sleepi,1
5,voic,3
5,_you_,3
5,said,52
5,encourag,1
5,open,3
5,convers,2
5,repli,5
5,rather,2
5,shyli,1
5,ii,1
5,hard,3
5,know,7
5,sir,4
5,presentat,1
5,least,2
5,_was_,1
5,got,6
5,morn,1
5,think,8
5,must,3
5,chang,7
5,sever,1
5,sinc,2
5,mean,2
5,stern,1
5,explain,2
5,cant,6
5,_myself_,1
5,im,15
5,afraid,4
5,see,6
5,dont,5
5,put,2
5,clear,1
5,polit,1
5,understand,1
5,begin,4
5,mani,2
5,differ,3
5,size,7
5,day,5
5,confus,1
5,isnt,1
5,well,10
5,perhap,3
5,havent,3
5,found,5
5,yet,5
5,turn,4
5,chrysalisyou,1
5,knowand,1
5,butterfli,1
5,youll,3
5,feel,3
5,littl,10
5,queer,2
5,wont,1
5,bit,6
5,may,1
5,would,4
5,_me_,2
5,contemptu,1
5,brought,2
5,back,5
5,felt,5
5,irrit,1
5,make,4
5,_very_,2
5,short,1
5,remark,2
5,drew,1
5,grave,1
5,ought,1
5,tell,4
5,first,4
5,anoth,4
5,puzzl,3
5,question,3
5,could,4
5,good,5
5,reason,2
5,seem,5
5,unpleas,1
5,state,1
5,mind,2
5,away,3
5,come,5
5,call,1
5,ive,8
5,someth,3
5,import,1
5,say,5
5,sound,1
5,promis,1
5,certain,2
5,came,3
5,keep,2
5,temper,2
5,swallow,2
5,anger,1
5,thought,6
5,might,3
5,wait,2
5,noth,4
5,els,1
5,worth,1
5,hear,1
5,minut,8
5,puf,1
5,without,2
5,speak,3
5,unfold,1
5,arm,2
5,your,6
5,rememb,4
5,thing,3
5,usedand,1
5,ten,1
5,togeth,1
5,_what_,4
5,tri,9
5,doth,1
5,busi,1
5,bee,1
5,melancholi,1
5,repeat,2
5,_you,1
5,old,5
5,father,5
5,william_,1
5,fold,1
5,hand,5
5,began,4
5,william,2
5,young,1
5,man,1
5,hair,1
5,becom,1
5,white,1
5,incess,1
5,stand,1
5,head,4
5,age,1
5,right,5
5,youth,6
5,son,1
5,fear,1
5,injur,1
5,brain,1
5,perfect,2
5,sure,2
5,none,1
5,mention,1
5,grown,1
5,uncommon,1
5,fat,1
5,backsomersault,1
5,door,1
5,pray,2
5,sage,1
5,shook,2
5,grey,1
5,lock,1
5,kept,2
5,limb,1
5,suppl,1
5,use,6
5,ointmenton,1
5,shill,1
5,box,1
5,allow,1
5,sell,1
5,coupl,1
5,jaw,2
5,weak,1
5,anyth,3
5,tougher,1
5,suet,1
5,finish,2
5,goos,1
5,bone,1
5,beak,1
5,manag,2
5,law,1
5,argu,1
5,case,1
5,wife,1
5,muscular,1
5,strength,1
5,gave,2
5,rest,1
5,life,2
5,one,6
5,suppos,2
5,eye,1
5,steadi,1
5,ever,1
5,balanc,1
5,eel,1
5,end,2
5,nose,1
5,made,2
5,aw,1
5,clever,1
5,answer,1
5,three,4
5,enough,3
5,give,1
5,air,1
5,listen,1
5,stuff,2
5,ill,1
5,kick,1
5,stair,1
5,_quite_,1
5,timid,1
5,word,1
5,alter,1
5,wrong,1
5,decid,1
5,want,2
5,ask,2
5,oh,2
5,particular,1
5,hastili,2
5,doesnt,1
5,like,6
5,often,1
5,_dont_,1
5,never,5
5,much,2
5,contradict,1
5,lose,1
5,content,1
5,_little_,1
5,larger,1
5,wouldnt,2
5,inch,3
5,wretch,1
5,height,3
5,inde,2
5,angrili,1
5,rear,1
5,upright,1
5,spoke,2
5,exact,1
5,high,3
5,plead,1
5,poor,2
5,piteous,1
5,tone,5
5,wish,1
5,creatur,1
5,easili,2
5,offend,1
5,get,5
5,smoke,1
5,patient,1
5,chose,1
5,two,3
5,yawn,1
5,twice,1
5,mushroom,4
5,crawl,1
5,grass,1
5,mere,1
5,went,2
5,side,5
5,grow,3
5,taller,2
5,shorter,2
5,aloud,1
5,moment,3
5,sight,1
5,remain,1
5,round,2
5,difficult,1
5,howev,2
5,stretch,1
5,far,2
5,go,4
5,broke,1
5,edg,1
5,nibbl,3
5,righthand,2
5,effect,1
5,next,3
5,violent,2
5,blow,1
5,underneath,1
5,chin,2
5,struck,1
5,foot,2
5,deal,2
5,frighten,2
5,sudden,2
5,lost,1
5,shrink,1
5,rapid,1
5,set,2
5,work,2
5,eat,2
5,press,1
5,close,1
5,room,1
5,morsel,1
5,lefthand,1
5,free,2
5,delight,2
5,alarm,1
5,shoulder,2
5,nowher,1
5,immens,1
5,length,1
5,neck,4
5,rise,1
5,stalk,1
5,sea,1
5,green,3
5,leav,3
5,lay,1
5,_can_,1
5,_have_,2
5,move,1
5,result,1
5,follow,1
5,except,1
5,shake,1
5,among,4
5,distant,1
5,chanc,1
5,find,1
5,bend,1
5,direct,1
5,serpent,12
5,succeed,2
5,curv,1
5,grace,1
5,zigzag,1
5,dive,1
5,top,1
5,tree,4
5,wander,1
5,sharp,1
5,hiss,1
5,draw,1
5,hurri,1
5,larg,1
5,pigeon,12
5,flown,1
5,face,1
5,beat,1
5,wing,1
5,scream,1
5,_not_,2
5,indign,1
5,let,1
5,alon,1
5,subdu,1
5,ad,2
5,kind,2
5,sob,1
5,everi,2
5,way,1
5,suit,1
5,idea,2
5,talk,2
5,root,1
5,bank,1
5,hedg,1
5,attend,1
5,there,3
5,pleas,1
5,till,2
5,wasnt,1
5,troubl,1
5,hatch,1
5,egg,6
5,lookout,1
5,night,1
5,wink,1
5,sleep,1
5,week,1
5,sorri,1
5,youv,1
5,annoy,1
5,id,1
5,taken,1
5,highest,1
5,wood,1
5,continu,1
5,rais,1
5,shriek,1
5,need,1
5,wriggl,1
5,sky,1
5,ugh,1
5,aim,1
5,invent,1
5,iim,1
5,girl,4
5,doubt,1
5,number,1
5,gone,1
5,stori,1
5,deepest,1
5,contempt,1
5,seen,1
5,_one_,1
5,deni,1
5,tast,2
5,truth,1
5,child,1
5,quit,3
5,believ,1
5,theyr,1
5,that,1
5,new,1
5,silent,1
5,opportun,1
5,_that_,1
5,matter,2
5,whether,1
5,happen,1
5,shouldnt,1
5,_yours_,1
5,raw,1
5,sulki,1
5,settl,1
5,nest,1
5,crouch,1
5,entangl,1
5,branch,1
5,stop,1
5,untwist,1
5,still,1
5,held,1
5,piec,1
5,care,1
5,sometim,2
5,bring,1
5,usual,2
5,long,1
5,near,2
5,strang,1
5,half,1
5,plan,1
5,done,2
5,beauti,1
5,gardenhow,1
5,_is_,1
5,wonder,1
5,upon,2
5,place,1
5,hous,2
5,four,1
5,feet,1
5,whoever,1
5,live,1
5,itll,1
5,_this_,1
5,wit,1
5,ventur,1
5,nine,1
6,pig,9
6,pepper,3
6,minut,3
6,two,6
6,stood,1
6,look,9
6,hous,5
6,wonder,1
6,next,3
6,sudden,4
6,footman,11
6,liveri,3
6,came,4
6,run,2
6,woodsh,1
6,consid,1
6,otherwis,1
6,judg,1
6,face,4
6,would,11
6,call,3
6,fishand,1
6,rap,1
6,loud,2
6,door,8
6,knuckl,1
6,open,4
6,anoth,3
6,round,4
6,larg,8
6,eye,4
6,like,16
6,frog,1
6,footmen,1
6,alic,43
6,notic,2
6,powder,1
6,hair,1
6,curl,2
6,head,4
6,felt,6
6,curious,2
6,know,11
6,crept,1
6,littl,14
6,way,8
6,wood,3
6,listen,2
6,fishfootman,2
6,began,5
6,produc,1
6,arm,2
6,great,3
6,letter,1
6,near,5
6,hand,1
6,say,6
6,solemn,2
6,tone,5
6,duchess,14
6,invit,3
6,queen,4
6,play,4
6,croquet,4
6,frogfootman,1
6,repeat,3
6,chang,2
6,order,1
6,word,4
6,bow,1
6,low,1
6,got,2
6,entangl,1
6,togeth,1
6,laugh,1
6,much,12
6,back,2
6,fear,1
6,hear,3
6,peep,1
6,gone,4
6,sit,7
6,ground,1
6,stare,1
6,stupid,1
6,sky,2
6,went,10
6,timid,4
6,knock,4
6,there,3
6,sort,4
6,use,3
6,said,47
6,reason,1
6,first,5
6,im,6
6,side,1
6,second,2
6,theyr,3
6,make,4
6,nois,2
6,insid,1
6,one,7
6,could,9
6,possibl,1
6,certain,3
6,_was_,1
6,extraordinari,1
6,go,8
6,withina,1
6,constant,1
6,howl,4
6,sneez,8
6,everi,2
6,crash,1
6,dish,2
6,kettl,1
6,broken,1
6,piec,2
6,pleas,8
6,get,11
6,might,4
6,sens,1
6,without,4
6,attend,1
6,us,1
6,instanc,1
6,_inside_,1
6,let,1
6,time,5
6,speak,4
6,thought,10
6,decid,1
6,uncivil,1
6,perhap,3
6,cant,2
6,help,2
6,_very_,3
6,top,1
6,rate,1
6,answer,1
6,questionshow,1
6,aloud,1
6,shall,2
6,remark,4
6,till,2
6,tomorrow,1
6,moment,3
6,plate,2
6,skim,1
6,straight,1
6,graze,1
6,nose,4
6,broke,1
6,tree,3
6,behind,2
6,day,5
6,mayb,1
6,continu,1
6,exact,1
6,noth,2
6,happen,2
6,ask,2
6,louder,1
6,_are_,1
6,that,4
6,question,2
6,doubt,2
6,told,1
6,realli,1
6,dread,2
6,mutter,1
6,creatur,4
6,argu,1
6,enough,2
6,drive,1
6,crazi,1
6,seem,3
6,think,6
6,good,3
6,opportun,2
6,variat,1
6,_i_,3
6,anyth,1
6,whistl,1
6,oh,6
6,talk,2
6,desper,1
6,hes,1
6,perfect,1
6,idiot,1
6,led,1
6,right,6
6,kitchen,2
6,full,2
6,smoke,1
6,end,4
6,threeleg,1
6,stool,1
6,middl,1
6,nurs,4
6,babi,11
6,cook,7
6,lean,1
6,fire,2
6,stir,2
6,cauldron,2
6,soup,4
6,well,5
6,air,2
6,even,3
6,occasion,1
6,altern,1
6,paus,1
6,thing,8
6,cat,24
6,hearth,1
6,grin,9
6,ear,4
6,tell,2
6,quit,8
6,sure,3
6,whether,3
6,manner,1
6,cheshir,4
6,last,2
6,violenc,1
6,jump,2
6,saw,3
6,address,1
6,took,3
6,courag,1
6,didnt,3
6,alway,1
6,fact,2
6,_could_,1
6,em,1
6,dont,7
6,polit,1
6,feel,1
6,convers,2
6,introduc,1
6,subject,1
6,tri,2
6,fix,1
6,set,2
6,work,2
6,throw,1
6,everyth,1
6,within,1
6,reach,1
6,babyth,1
6,fireiron,1
6,follow,1
6,shower,1
6,saucepan,2
6,hit,1
6,alreadi,1
6,imposs,2
6,blow,1
6,hurt,1
6,_please_,1
6,mind,3
6,your,5
6,cri,1
6,agoni,1
6,terror,1
6,goe,1
6,_precious_,1
6,unusu,1
6,flew,1
6,close,1
6,carri,3
6,everybodi,1
6,busi,1
6,hoars,1
6,growl,4
6,world,1
6,deal,2
6,faster,1
6,_not_,1
6,advantag,1
6,glad,1
6,show,1
6,knowledg,1
6,night,1
6,see,10
6,earth,1
6,take,3
6,twentyfour,2
6,hour,2
6,turn,3
6,axi,1
6,axe,1
6,chop,1
6,glanc,1
6,rather,4
6,anxious,2
6,meant,1
6,hint,1
6,busili,1
6,_think_,1
6,twelv,1
6,bother,1
6,_me_,1
6,never,1
6,abid,1
6,figur,1
6,child,3
6,sing,1
6,lullabi,1
6,give,1
6,violent,3
6,shake,1
6,line,1
6,rough,1
6,boy,2
6,beat,2
6,annoy,1
6,teas,1
6,chorus,2
6,join,1
6,wow,6
6,sang,1
6,vers,1
6,song,1
6,kept,2
6,toss,1
6,poor,3
6,hard,1
6,sever,1
6,thorough,1
6,enjoy,1
6,may,2
6,bit,2
6,fling,1
6,spoke,1
6,must,3
6,readi,1
6,hurri,1
6,room,1
6,threw,1
6,fryingpan,1
6,miss,1
6,caught,2
6,difficulti,1
6,queershap,1
6,held,1
6,leg,1
6,direct,4
6,starfish,1
6,snort,1
6,steamengin,1
6,doubl,1
6,straighten,1
6,altogeth,2
6,hold,2
6,soon,1
6,made,2
6,proper,2
6,twist,1
6,knot,1
6,keep,2
6,tight,1
6,left,2
6,foot,1
6,prevent,1
6,undo,1
6,away,2
6,kill,1
6,wouldnt,3
6,murder,1
6,leav,1
6,grunt,5
6,repli,2
6,express,1
6,matter,2
6,turnup,1
6,snout,1
6,real,1
6,also,1
6,extrem,1
6,small,1
6,sob,2
6,tear,2
6,dear,1
6,serious,1
6,ill,1
6,silenc,1
6,begin,3
6,home,1
6,alarm,1
6,_no_,1
6,mistak,1
6,neither,1
6,less,1
6,absurd,1
6,reliev,1
6,trot,1
6,quiet,2
6,grown,1
6,ugli,1
6,handsom,1
6,children,1
6,knew,2
6,startl,1
6,bough,1
6,yard,1
6,goodnatur,1
6,still,1
6,long,3
6,claw,1
6,mani,1
6,teeth,1
6,ought,2
6,treat,1
6,respect,1
6,puss,1
6,name,1
6,howev,2
6,wider,1
6,come,3
6,far,1
6,depend,1
6,want,2
6,care,1
6,doesnt,1
6,_somewhere_,1
6,ad,1
6,explan,1
6,walk,3
6,deni,1
6,peopl,2
6,live,4
6,_that_,2
6,wave,2
6,paw,2
6,hatter,3
6,march,5
6,hare,4
6,visit,1
6,either,1
6,mad,11
6,among,1
6,prove,1
6,dog,2
6,grant,1
6,suppos,2
6,angri,2
6,wag,2
6,tail,3
6,therefor,1
6,pur,1
6,today,1
6,havent,1
6,yet,1
6,youll,1
6,vanish,4
6,surpris,1
6,queer,1
6,place,1
6,appear,3
6,bytheby,1
6,becam,1
6,id,2
6,forgotten,1
6,natur,1
6,wait,1
6,half,1
6,expect,1
6,ive,2
6,seen,2
6,interest,1
6,wont,1
6,rave,2
6,madat,1
6,least,1
6,branch,1
6,fig,1
6,wish,2
6,giddi,1
6,slowli,1
6,remain,1
6,rest,1
6,often,1
6,ever,1
6,life,1
6,farther,1
6,sight,1
6,chimney,1
6,shape,1
6,roof,1
6,thatch,1
6,fur,1
6,nearer,1
6,nibbl,1
6,lefthand,1
6,mushroom,1
6,rais,1
6,feet,1
6,high,1
6,toward,1
6,almost,1
6,instead,1
7,mad,2
7,teaparti,2
7,tabl,6
7,set,1
7,tree,2
7,front,1
7,hous,1
7,march,21
7,hare,21
7,hatter,33
7,tea,7
7,dormous,27
7,sit,2
7,fast,1
7,asleep,6
7,two,4
7,use,2
7,cushion,1
7,rest,1
7,elbow,1
7,talk,4
7,head,6
7,uncomfort,1
7,thought,5
7,alic,51
7,suppos,4
7,doesnt,2
7,mind,1
7,larg,2
7,one,10
7,three,4
7,crowd,1
7,togeth,2
7,corner,1
7,room,3
7,cri,2
7,saw,2
7,come,3
7,there,2
7,_plenty_,1
7,said,58
7,indign,2
7,sat,2
7,armchair,1
7,end,1
7,wine,2
7,encourag,1
7,tone,3
7,look,8
7,round,3
7,noth,4
7,dont,7
7,see,4
7,remark,10
7,isnt,1
7,wasnt,4
7,civil,3
7,offer,1
7,angrili,3
7,without,4
7,invit,1
7,didnt,1
7,know,14
7,_your_,3
7,laid,1
7,great,6
7,mani,2
7,hair,1
7,want,2
7,cut,1
7,time,17
7,curios,2
7,first,5
7,speech,1
7,learn,4
7,make,3
7,person,2
7,sever,1
7,rude,2
7,open,3
7,eye,5
7,wide,1
7,hear,1
7,_said_,1
7,raven,2
7,like,8
7,writingdesk,2
7,shall,2
7,fun,1
7,im,3
7,glad,1
7,theyv,1
7,begun,1
7,ask,9
7,riddlesi,1
7,believ,1
7,guess,2
7,ad,5
7,aloud,1
7,mean,6
7,think,8
7,find,1
7,answer,4
7,exact,2
7,say,10
7,went,10
7,hastili,1
7,repli,7
7,leastat,1
7,least,2
7,saythat,1
7,thing,12
7,bit,1
7,might,4
7,well,12
7,eat,3
7,get,5
7,seem,2
7,sleep,4
7,breath,2
7,_is_,1
7,convers,1
7,drop,1
7,parti,1
7,silent,2
7,minut,3
7,could,6
7,rememb,1
7,much,5
7,break,1
7,silenc,1
7,day,3
7,month,2
7,turn,3
7,taken,1
7,watch,4
7,pocket,2
7,uneasili,1
7,shake,1
7,everi,2
7,hold,1
7,ear,1
7,consid,2
7,littl,9
7,fourth,1
7,wrong,1
7,sigh,3
7,told,1
7,butter,3
7,wouldnt,2
7,suit,1
7,work,2
7,_best_,2
7,meek,1
7,yes,3
7,crumb,1
7,must,1
7,got,3
7,grumbl,1
7,shouldnt,3
7,put,3
7,breadknif,1
7,took,5
7,gloomili,1
7,dip,1
7,cup,2
7,better,4
7,shoulder,1
7,funni,1
7,tell,5
7,oclock,3
7,mutter,1
7,year,2
7,cours,5
7,readili,1
7,that,3
7,stay,1
7,long,4
7,case,1
7,_mine_,1
7,felt,1
7,dread,2
7,puzzl,2
7,sort,1
7,yet,3
7,certain,2
7,english,1
7,quit,3
7,understand,2
7,polit,1
7,pour,1
7,hot,1
7,upon,2
7,nose,1
7,shook,3
7,impati,1
7,go,8
7,riddl,2
7,give,1
7,what,1
7,havent,1
7,slightest,1
7,idea,2
7,wearili,1
7,someth,2
7,wast,2
7,knew,1
7,_it_,1
7,_him_,1
7,toss,1
7,contemptu,1
7,dare,2
7,never,2
7,even,1
7,spoke,2
7,perhap,3
7,cautious,2
7,beat,2
7,music,1
7,ah,1
7,account,1
7,wont,3
7,stand,1
7,kept,2
7,good,2
7,term,1
7,hed,1
7,almost,1
7,anyth,1
7,clock,2
7,instanc,1
7,nine,1
7,morn,1
7,begin,5
7,lesson,1
7,youd,2
7,whisper,2
7,hint,1
7,goe,2
7,twinkl,7
7,halfpast,2
7,dinner,1
7,wish,2
7,would,3
7,grand,1
7,theni,1
7,hungri,1
7,keep,2
7,way,4
7,_you_,1
7,manag,2
7,mourn,2
7,quarrel,1
7,last,4
7,marchjust,1
7,_he_,1
7,point,1
7,spoon,1
7,concert,1
7,given,1
7,queen,2
7,heart,1
7,sing,2
7,bat,1
7,wonder,1
7,your,1
7,song,1
7,ive,2
7,heard,2
7,continu,1
7,world,1
7,fli,1
7,teatray,1
7,sky,1
7,began,4
7,_twinkl,1
7,twinkle_,1
7,pinch,3
7,stop,1
7,id,1
7,hard,1
7,finish,2
7,vers,1
7,jump,1
7,bawl,1
7,hes,1
7,murder,1
7,savag,1
7,exclaim,1
7,ever,3
7,sinc,1
7,alway,3
7,six,1
7,bright,2
7,came,1
7,reason,1
7,teath,1
7,teatim,1
7,weve,1
7,wash,1
7,while,1
7,move,4
7,happen,1
7,ventur,1
7,chang,2
7,subject,1
7,interrupt,4
7,yawn,2
7,tire,1
7,vote,1
7,young,1
7,ladi,1
7,us,2
7,stori,3
7,afraid,1
7,rather,2
7,alarm,1
7,propos,1
7,wake,1
7,side,1
7,slowli,1
7,hoars,1
7,feebl,1
7,voic,1
7,word,1
7,fellow,1
7,pleas,2
7,plead,1
7,quick,1
7,youll,1
7,done,2
7,sister,1
7,hurri,1
7,name,1
7,elsi,1
7,laci,1
7,tilli,1
7,live,6
7,bottom,3
7,interest,1
7,question,2
7,drink,1
7,treacl,4
7,couldnt,1
7,gentl,1
7,theyd,1
7,ill,4
7,_very_,1
7,tri,2
7,fanci,1
7,extraordinari,1
7,take,5
7,earnest,1
7,offend,2
7,cant,3
7,_less_,1
7,easi,1
7,_more_,1
7,nobodi,1
7,opinion,1
7,whos,1
7,triumphant,1
7,help,1
7,breadandbutt,1
7,repeat,1
7,treaclewel,1
7,sh,2
7,sulkili,1
7,humbl,1
7,may,2
7,_one_,1
7,inde,1
7,howev,1
7,consent,1
7,sistersthey,1
7,draw,7
7,forget,1
7,promis,1
7,clean,1
7,let,2
7,place,3
7,follow,1
7,unwil,1
7,advantag,1
7,deal,1
7,wors,1
7,upset,1
7,milkjug,1
7,plate,1
7,water,1
7,waterwel,1
7,treaclewelleh,1
7,stupid,1
7,_in_,1
7,choos,1
7,notic,3
7,confus,2
7,poor,1
7,rub,1
7,sleepi,1
7,drew,1
7,manner,1
7,thingseveryth,1
7,close,2
7,doze,1
7,woke,1
7,shriek,1
7,mousetrap,1
7,moon,1
7,memori,1
7,muchnessyou,1
7,muchnessdid,1
7,realli,1
7,piec,2
7,bear,1
7,disgust,1
7,walk,2
7,fell,1
7,instant,1
7,neither,1
7,other,1
7,though,1
7,back,1
7,twice,1
7,half,1
7,hope,1
7,call,1
7,teapot,1
7,rate,1
7,_there_,1
7,pick,1
7,wood,1
7,stupidest,1
7,life,1
7,door,2
7,lead,1
7,right,1
7,curious,2
7,everyth,1
7,today,1
7,found,2
7,hall,1
7,glass,1
7,golden,1
7,key,1
7,unlock,1
7,led,1
7,garden,2
7,nibbl,1
7,mushroom,1
7,till,1
7,foot,1
7,high,1
7,passag,1
7,_then_sh,1
7,beauti,1
7,among,1
7,flowerb,1
7,cool,1
7,fountain,1
8,queen,37
8,croquetground,2
8,larg,3
8,rosetre,4
8,stood,4
8,near,2
8,entranc,1
8,garden,11
8,rose,3
8,grow,1
8,white,4
8,three,11
8,busili,1
8,paint,3
8,red,1
8,alic,39
8,thought,7
8,curious,3
8,thing,5
8,went,10
8,nearer,1
8,watch,3
8,came,9
8,heard,5
8,one,10
8,say,4
8,look,21
8,five,7
8,dont,8
8,go,10
8,splash,1
8,like,11
8,couldnt,3
8,help,2
8,said,43
8,sulki,1
8,tone,5
8,seven,5
8,jog,1
8,elbow,1
8,that,3
8,right,2
8,alway,2
8,lay,1
8,blame,1
8,other,3
8,_youd_,1
8,better,2
8,talk,6
8,yesterday,1
8,deserv,1
8,behead,4
8,spoken,1
8,first,4
8,none,1
8,_your_,1
8,busi,3
8,two,9
8,yes,2
8,_is_,1
8,ill,2
8,tell,3
8,himit,1
8,bring,1
8,cook,1
8,tuliproot,1
8,instead,1
8,onion,1
8,flung,1
8,brush,1
8,begun,1
8,well,3
8,unjust,1
8,eye,2
8,chanc,1
8,fall,1
8,upon,5
8,check,1
8,sudden,1
8,round,7
8,also,1
8,bow,3
8,low,4
8,would,5
8,littl,4
8,timid,3
8,noth,2
8,began,9
8,voic,6
8,fact,1
8,see,9
8,miss,3
8,ought,2
8,_red_,1
8,put,4
8,mistak,1
8,find,3
8,head,16
8,cut,3
8,know,2
8,best,1
8,afor,1
8,come,5
8,moment,5
8,anxious,4
8,across,2
8,call,2
8,instant,2
8,threw,1
8,flat,2
8,face,6
8,sound,1
8,mani,1
8,footstep,1
8,eager,2
8,ten,3
8,soldier,9
8,carri,2
8,club,1
8,shape,1
8,oblong,1
8,hand,6
8,feet,2
8,corner,1
8,next,4
8,courtier,2
8,ornament,2
8,diamond,1
8,walk,4
8,royal,2
8,children,3
8,dear,3
8,jump,2
8,merrili,1
8,along,1
8,coupl,1
8,heart,4
8,guest,1
8,most,1
8,king,14
8,among,1
8,recognis,1
8,rabbit,6
8,hurri,3
8,nervous,1
8,manner,1
8,smile,3
8,everyth,1
8,without,4
8,notic,3
8,follow,1
8,knave,4
8,crown,1
8,crimson,2
8,velvet,1
8,cushion,1
8,last,2
8,grand,1
8,process,6
8,rather,4
8,doubt,1
8,whether,4
8,lie,4
8,could,7
8,rememb,2
8,ever,1
8,rule,2
8,besid,2
8,use,2
8,peopl,3
8,still,1
8,wait,3
8,opposit,1
8,stop,1
8,sever,1
8,repli,2
8,idiot,1
8,toss,1
8,impati,1
8,turn,8
8,what,1
8,name,2
8,child,2
8,pleas,3
8,majesti,3
8,polit,1
8,ad,1
8,theyr,2
8,pack,2
8,card,1
8,neednt,1
8,afraid,1
8,_these_,1
8,point,1
8,pattern,1
8,back,7
8,rest,3
8,_i_,2
8,surpris,2
8,courag,1
8,_mine_,1
8,furi,1
8,glare,1
8,wild,2
8,beast,1
8,scream,4
8,nonsens,2
8,loud,2
8,decid,2
8,silent,3
8,laid,1
8,arm,3
8,consid,1
8,angrili,1
8,away,7
8,care,1
8,foot,1
8,get,6
8,shrill,1
8,everybodi,2
8,els,2
8,leav,1
8,make,3
8,giddi,1
8,_have_,1
8,may,3
8,humbl,1
8,knee,1
8,spoke,4
8,tri,2
8,meanwhil,1
8,examin,1
8,move,1
8,remain,1
8,behind,3
8,execut,4
8,unfortun,1
8,ran,3
8,protect,1
8,shant,1
8,flowerpot,1
8,wander,1
8,minut,6
8,quiet,1
8,march,1
8,shout,6
8,gone,4
8,play,3
8,croquet,3
8,question,2
8,evid,1
8,meant,1
8,roar,1
8,join,1
8,wonder,3
8,much,3
8,happen,2
8,itsit,1
8,fine,1
8,day,1
8,side,3
8,peep,1
8,where,1
